Date,Transaction,Name,Memo,Amount
2023-04-21,DEBIT,DEBIT PURCHASE -VISA FRED-MEYER #0482BEAVERTON   OR,Download from usbank.com.3650,-7.49
2023-04-21,DEBIT,DEBIT PURCHASE -VISA TST* VICTORICO MHILLSBORO   OR,Download from usbank.com.3650,-18.51
2023-04-21,DEBIT,DEBIT PURCHASE -VISA LAUREL PARC AL APORTLAND    OR,Download from usbank.com.0857,-102.0
2023-04-21,DEBIT,WEB AUTHORIZED PMT CITI CARD ONLINE,Download from usbank.com.,-30.0
2023-04-24,DEBIT,DEBIT PURCHASE -VISA RAMEN RYOMA BEAVBEAVERTON   OR,Download from usbank.com.3650,-48.86
2023-04-24,DEBIT,DEBIT PURCHASE -VISA MARKET@WORK 2067RENTON      WA,Download from usbank.com.3650,-4.59
2023-04-24,DEBIT,DEBIT PURCHASE -VISA SQ *THE DOT     Salem       OR,Download from usbank.com.3650,-5.6
2023-04-24,DEBIT,DEBIT PURCHASE -VISA FRED-MEYER #0482BEAVERTON   OR,Download from usbank.com.0857,-39.32
2023-04-24,DEBIT,DEBIT PURCHASE -VISA APPLE CASH      1INFINITELOOCA,Download from usbank.com.3650,-55.0
2023-04-24,DEBIT,DEBIT PURCHASE -VISA CANYON MEDICAL CPORTLAND    OR,Download from usbank.com.0857,-100.0
2023-04-24,DEBIT,DEBIT PURCHASE -VISA LABCORP800845616800-845-6167NC,Download from usbank.com.0857,-12.12
2023-04-24,DEBIT,DEBIT PURCHASE -VISA CNK*CINEMARK.COM800-246-3627OR,Download from usbank.com.3650,-28.7
2023-04-24,DEBIT,DEBIT PURCHASE -VISA TST* VICTORICO MHILLSBORO   OR,Download from usbank.com.3650,-19.78
2023-04-24,DEBIT,DEBIT PURCHASE -VISA CENTURY THEATRESBEAVERTON   OR,Download from usbank.com.3650,-6.1
2023-04-24,DEBIT,RECURRING DEBIT PURCHASE Disney Plus     888-[ANONYMIZED] CA,Download from usbank.com.3650,-12.99
2023-04-24,DEBIT,DEBIT PURCHASE -VISA Amazon Prime*HF9Amzn.com/bilWA,Download from usbank.com.3650,-7.49
2023-04-24,DEBIT,DEBIT PURCHASE -VISA MENS WEARHOUSE #HILLSBORO   OR,Download from usbank.com.3650,-400.02
2023-04-24,DEBIT,DEBIT PURCHASE -VISA TRADER JOE S #14HILLSBORO   OR,Download from usbank.com.3650,-32.5
2023-04-24,DEBIT,DEBIT PURCHASE -VISA 24 HOUR FITNESS BEAVERTON   OR,Download from usbank.com.3650,-2.99
2023-04-25,CREDIT,MOBILE BANKING TRANSFER DEPOSIT [ANONYMIZED],Download from usbank.com.,400.5
2023-04-25,DEBIT,DEBIT PURCHASE -VISA APPLE.COM/BILL  866-712-7753CA,Download from usbank.com.3650,-15.99
2023-04-26,DEBIT,DEBIT PURCHASE -VISA SHELL OIL 930040KEIZER      OR,Download from usbank.com.3650,-40.64
2023-04-26,DEBIT,DEBIT PURCHASE -VISA SP STANLEY - A PHTTPSSTANLEYWA,Download from usbank.com.3650,-56.95
2023-04-27,DEBIT,DEBIT PURCHASE -VISA TANASBOURNE 76 TBEAVERTON   OR,Download from usbank.com.3650,-14.0
2023-04-28,CREDIT,ELECTRONIC DEPOSIT N7090 MARION & P,Download from usbank.com.,1300.19
2023-04-28,DEBIT,DEBIT PURCHASE -VISA WWW COSTCO COM  800-955-2292WA,Download from usbank.com.3650,-53.62
2023-04-28,DEBIT,RECURRING DEBIT PURCHASE GOOGLE *Google S855-836-3987CA,Download from usbank.com.3650,-1.99
2023-04-28,DEBIT,DEBIT PURCHASE -VISA C P*SALEM MUNICI505-883-3987OR,Download from usbank.com.3650,-31.79
2023-04-28,DEBIT,DEBIT PURCHASE -VISA THE VITAMIN SHOPBEAVERTON   OR,Download from usbank.com.3650,-74.99
2023-04-28,DEBIT,DEBIT PURCHASE -VISA GIN THAI BASSERIPORTLAND    OR,Download from usbank.com.3650,-32.0
2023-04-28,DEBIT,DEBIT PURCHASE -VISA FRED-MEYER #0482BEAVERTON   OR,Download from usbank.com.3650,-46.45
2023-04-28,DEBIT,DEBIT PURCHASE -VISA MCDONALD'S F1747BEAVERTON   OR,Download from usbank.com.0857,-8.05
2023-04-28,DEBIT,DEBIT PURCHASE -VISA TARGET        00BEAVERTON   OR,Download from usbank.com.3650,-22.0
2023-05-01,DEBIT,DEBIT PURCHASE -VISA SHELL OIL 574431BEAVERTON   OR,Download from usbank.com.3650,-45.44
2023-05-01,DEBIT,DEBIT PURCHASE -VISA OLIVE GARDEN EC 503-644-0607OR,Download from usbank.com.3650,-29.37
2023-05-01,DEBIT,DEBIT PURCHASE -VISA STARBUCKS STORE PORTLAND    OR,Download from usbank.com.3650,-6.95
2023-05-01,DEBIT,DEBIT PURCHASE -VISA TAQUERIA MARCOS SALEM       OR,Download from usbank.com.3650,-8.99
2023-05-01,DEBIT,DEBIT PURCHASE -VISA JIMMY JOHNS - [ANONYMIZED]-567-3444OR,Download from usbank.com.3650,-17.88
2023-05-01,DEBIT,DEBIT PURCHASE -VISA MCDONALD'S F1714SALEM       OR,Download from usbank.com.3650,-18.7
2023-05-01,DEBIT,DEBIT PURCHASE -VISA STARBUCKS STORE TIGARD      OR,Download from usbank.com.3650,-10.9
2023-05-01,DEBIT,DEBIT PURCHASE -VISA NESPRESSO USA INWilmington  DE,Download from usbank.com.3650,-19.65
2023-05-01,DEBIT,DEBIT PURCHASE -VISA PLATO'S CLOSET #BEAVERTON   OR,Download from usbank.com.3650,-148.0
2023-05-01,DEBIT,DEBIT PURCHASE -VISA FRED-MEYER #0482BEAVERTON   OR,Download from usbank.com.3650,-70.75
2023-05-01,DEBIT,DEBIT PURCHASE -VISA AMZN Mktp US*HM3Amzn.com/bilWA,Download from usbank.com.3650,-36.98
2023-05-01,DEBIT,DEBIT PURCHASE -VISA AMZN Mktp US*HM4Amzn.com/bilWA,Download from usbank.com.3650,-17.95
2023-05-01,DEBIT,DEBIT PURCHASE -VISA AMZN Mktp US*HM5Amzn.com/bilWA,Download from usbank.com.3650,-28.99
2023-05-01,DEBIT,DEBIT PURCHASE -VISA AMZN Mktp US*HM7Amzn.com/bilWA,Download from usbank.com.3650,-29.95
2023-05-01,DEBIT,DEBIT PURCHASE YESENIAS FOODS LHILLSBORO   OR,Download from usbank.com.3650,-12.98
2023-05-01,DEBIT,WEB AUTHORIZED PMT DISCOVER,Download from usbank.com.,-109.0
2023-05-02,CREDIT,ELECTRONIC DEPOSIT OR REVENUE DEPT,Download from usbank.com.,356.0
2023-05-02,DEBIT,DEBIT PURCHASE -VISA TRAVELERS PERS I800-842-5075CT,Download from usbank.com.3650,-31.5
2023-05-02,DEBIT,DEBIT PURCHASE -VISA 76 - UNITED PACISALEM       OR,Download from usbank.com.3650,-39.72
2023-05-02,DEBIT,DEBIT PURCHASE -VISA VENMO*          Visa Direct NY,Download from usbank.com.3650,-36.0
2023-05-02,DEBIT,DEBIT PURCHASE -VISA MENS WEARHOUSE #HILLSBORO   OR,Download from usbank.com.3650,-60.0
2023-05-02,DEBIT,ELECTRONIC WITHDRAWAL Randall Realty C,Download from usbank.com.,-1791.09
2023-05-02,DEBIT,ELECTRONIC WITHDRAWAL YARDI SERVICECHG,Download from usbank.com.,-0.95
2023-05-02,DEBIT,ELECTRONIC WITHDRAWAL PORTLAND GENERAL,Download from usbank.com.,-84.18
2023-05-03,CREDIT,FUNDS TRANSFER-CREDIT [ANONYMIZED],Download from usbank.com.,1800.0
2023-05-03,DEBIT,DEBIT PURCHASE -VISA AAA OR/ID MBR DU503-222-6747OR,Download from usbank.com.3650,-6.5
2023-05-03,DEBIT,DEBIT PURCHASE -VISA SQ *BARBERSHOP  BEAVERTON   OR,Download from usbank.com.3650,-40.0
2023-05-03,DEBIT,DEBIT PURCHASE -VISA PAPA MURPHY'S ORolo.com     OR,Download from usbank.com.0857,-12.99
2023-05-03,DEBIT,WEB AUTHORIZED PMT CITI CARD ONLINE,Download from usbank.com.,-100.55
2023-05-04,DEBIT,DEBIT PURCHASE -VISA SQ *THE DOT     Salem       OR,Download from usbank.com.3650,-4.7
2023-05-04,DEBIT,DEBIT PURCHASE -VISA SQ *LA COCINA DEHillsboro   OR,Download from usbank.com.3650,-11.0
2023-05-05,DEBIT,MOBILE BANKING TRANSFER WITHDRAWAL [ANONYMIZED],Download from usbank.com.,-1800.0
2023-05-05,DEBIT,DEBIT PURCHASE -VISA RAMEN RYOMA BEAVBEAVERTON   OR,Download from usbank.com.3650,-79.74
2023-05-05,DEBIT,DEBIT PURCHASE -VISA MARKET@WORK 2067RENTON      WA,Download from usbank.com.3650,-4.79
2023-05-05,DEBIT,WEB AUTHORIZED PMT CITI CARD ONLINE,Download from usbank.com.,-59.05
2023-05-05,DEBIT,WEB AUTHORIZED PMT CITI CARD ONLINE,Download from usbank.com.,-109.99
2023-05-08,CREDIT,ELECTRONIC DEPOSIT PREMERE REHAB,Download from usbank.com.,1302.21
2023-05-08,DEBIT,DEBIT PURCHASE -VISA MARGARITA FACTORBEAVERTON   OR,Download from usbank.com.3650,-97.28
2023-05-08,DEBIT,RECURRING DEBIT PURCHASE APPLE.COM/BILL  866-712-7753CA,Download from usbank.com.3650,-0.99
2023-05-08,DEBIT,DEBIT PURCHASE -VISA AMAZON.COM*O88UGAMZN.COM/BILWA,Download from usbank.com.3650,-37.5
2023-05-08,DEBIT,DEBIT PURCHASE -VISA FRED-MEYER #0482BEAVERTON   OR,Download from usbank.com.3650,-26.59
2023-05-08,DEBIT,DEBIT PURCHASE -VISA Prime Video *PE3888-802-3080WA,Download from usbank.com.3650,-4.99
2023-05-08,DEBIT,DEBIT PURCHASE -VISA Amazon Prime*2M7Amzn.com/bilWA,Download from usbank.com.3650,-14.99
2023-05-08,DEBIT,DEBIT PURCHASE -VISA ELMERS RESTAURANBEAVERTON   OR,Download from usbank.com.3650,-52.85
2023-05-08,DEBIT,RECURRING DEBIT PURCHASE SPLICE.COM      SPLICE.COM  NY,Download from usbank.com.3650,-9.99
2023-05-08,DEBIT,DEBIT PURCHASE -VISA 2LEVY@TMBRS     PORTLAND    OR,Download from usbank.com.3650,-36.8
2023-05-08,DEBIT,DEBIT PURCHASE -VISA 2LEVY@TMBRS     PORTLAND    OR,Download from usbank.com.3650,-11.5
2023-05-09,DEBIT,DEBIT PURCHASE -VISA TRADER JOE S #14HILLSBORO   OR,Download from usbank.com.3650,-25.07
2023-05-09,DEBIT,DEBIT PURCHASE -VISA SAFEWAY #[ANONYMIZED]   HILLSBORO   OR,Download from usbank.com.3650,-65.35
2023-05-09,DEBIT,DEBIT PURCHASE -VISA SHELL OIL 574431BEAVERTON   OR,Download from usbank.com.3650,-43.48
2023-05-09,DEBIT,DEBIT PURCHASE -VISA WWW COSTCO COM  800-955-2292WA,Download from usbank.com.3650,-22.99
2023-05-09,DEBIT,DEBIT PURCHASE -VISA AMZN Mktp US*SW6Amzn.com/bilWA,Download from usbank.com.3650,-31.95
2023-05-10,CREDIT,ELECTRONIC DEPOSIT IRS  TREAS 310,Download from usbank.com.,1584.0
2023-05-10,DEBIT,DEBIT PURCHASE -VISA AMAZON.COM*JG4QHAMZN.COM/BILWA,Download from usbank.com.3650,-20.49
2023-05-10,DEBIT,WEB AUTHORIZED PMT PAYMENT FOR AMZ,Download from usbank.com.,-109.0
2023-05-11,DEBIT,DEBIT PURCHASE -VISA RAMEN RYOMA BEAVBEAVERTON   OR,Download from usbank.com.3650,-59.05
2023-05-11,DEBIT,DEBIT PURCHASE -VISA LULUS.COM       HTTPSWWW.LULCA,Download from usbank.com.3650,-92.3
2023-05-11,DEBIT,RECURRING DEBIT PURCHASE APPLE.COM/BILL  866-712-7753CA,Download from usbank.com.3650,-9.99
2023-05-11,DEBIT,RECURRING DEBIT PURCHASE CHATGPT SUBSCRIPOPENAI.COM  CA,Download from usbank.com.3650,-20.0
2023-05-11,DEBIT,DEBIT PURCHASE -VISA BA@WILLAMETTE CASALEM       OR,Download from usbank.com.3650,-8.65
2023-05-12,DEBIT,DEBIT PURCHASE -VISA KRISPY KREME #11BEAVERTON   OR,Download from usbank.com.3650,-14.95
2023-05-12,DEBIT,DEBIT PURCHASE -VISA MARKET@WORK 2067RENTON      WA,Download from usbank.com.3650,-12.38
2023-05-12,DEBIT,DEBIT PURCHASE -VISA MARKET@WORK 2067RENTON      WA,Download from usbank.com.3650,-5.99
2023-05-12,DEBIT,DEBIT PURCHASE -VISA MARKET@WORK 2067RENTON      WA,Download from usbank.com.3650,-3.09
2023-05-12,DEBIT,DEBIT PURCHASE -VISA Nintendo CA98156800-[ANONYMIZED] WA,Download from usbank.com.3650,-59.99
2023-05-15,CREDIT,ELECTRONIC DEPOSIT N7090 MARION & P,Download from usbank.com.,1695.77
2023-05-15,DEBIT,DEBIT PURCHASE -VISA BLVD   *FACEBAR 503-403-8717OR,Download from usbank.com.0857,-69.0
2023-05-15,DEBIT,DEBIT PURCHASE -VISA FRED-MEYER #0482BEAVERTON   OR,Download from usbank.com.3650,-105.45
2023-05-15,DEBIT,DEBIT PURCHASE -VISA LAUREL PARC AL APORTLAND    OR,Download from usbank.com.0857,-6.0
2023-05-15,DEBIT,DEBIT PURCHASE -VISA LAUREL PARC AL APORTLAND    OR,Download from usbank.com.0857,-25.0
2023-05-15,DEBIT,DEBIT PURCHASE -VISA TRADER JOE S #14HILLSBORO   OR,Download from usbank.com.0857,-20.95
2023-05-15,DEBIT,DEBIT PURCHASE -VISA STARBUCKS STORE BEAVERTON   OR,Download from usbank.com.3650,-19.3
2023-05-15,DEBIT,DEBIT PURCHASE -VISA FRED-MEYER #0218WARRENTON   OR,Download from usbank.com.3650,-15.99
2023-05-15,DEBIT,DEBIT PURCHASE -VISA CMSVEND*VAN DUSEASTORIA     OR,Download from usbank.com.3650,-3.6
2023-05-15,DEBIT,DEBIT PURCHASE -VISA ASTORIA CO+OP   ASTORIA     OR,Download from usbank.com.0857,-42.05
2023-05-15,DEBIT,DEBIT PURCHASE -VISA COSTCO GAS #1059WARRENTON   OR,Download from usbank.com.3650,-38.33
2023-05-15,DEBIT,RECURRING DEBIT PURCHASE APPLE.COM/BILL  866-712-7753CA,Download from usbank.com.3650,-2.99
2023-05-16,CREDIT,ELECTRONIC DEPOSIT VENMO,Download from usbank.com.,20.0
2023-05-16,CREDIT,ELECTRONIC DEPOSIT VENMO,Download from usbank.com.,350.0
2023-05-16,DEBIT,DEBIT PURCHASE -VISA MENS WEARHOUSE #HILLSBORO   OR,Download from usbank.com.3650,-65.0
2023-05-16,DEBIT,DEBIT PURCHASE -VISA SP GYMREAPERS   GYMREAPERS.MID,Download from usbank.com.3650,-36.59
2023-05-16,DEBIT,DEBIT PURCHASE -VISA PORTLAND PARKING503-[ANONYMIZED] OR,Download from usbank.com.3650,-3.6
2023-05-16,DEBIT,ELECTRONIC WITHDRAWAL COMCAST [ANONYMIZED],Download from usbank.com.,-108.0
2023-05-17,DEBIT,DEBIT PURCHASE -VISA RAMEN RYOMA BEAVBEAVERTON   OR,Download from usbank.com.3650,-44.04
2023-05-17,DEBIT,DEBIT PURCHASE -VISA AMZN Mktp US*KD0Amzn.com/bilWA,Download from usbank.com.3650,-86.99
2023-05-17,DEBIT,DEBIT PURCHASE -VISA AMZN Mktp US*UE0Amzn.com/bilWA,Download from usbank.com.3650,-14.99
2023-05-17,DEBIT,DEBIT PURCHASE -VISA UBER   EATS     HELP.UBER.COCA,Download from usbank.com.3650,-18.12
2023-05-17,DEBIT,DEBIT PURCHASE TAQUERIA VILLANUPORTLAND    OR,Download from usbank.com.3650,-16.25
2023-05-17,DEBIT,WEB AUTHORIZED PMT Synchrony Bank,Download from usbank.com.,-125.0
2023-05-18,DEBIT,DEBIT PURCHASE -VISA AMZN Mktp US*0T2Amzn.com/bilWA,Download from usbank.com.3650,-5.98
2023-05-18,DEBIT,DEBIT PURCHASE -VISA AMZN Mktp US*4Y1Amzn.com/bilWA,Download from usbank.com.3650,-26.58
2023-05-18,DEBIT,DEBIT PURCHASE -VISA AMZN Mktp US*X55Amzn.com/bilWA,Download from usbank.com.3650,-5.41
2023-05-18,DEBIT,RECURRING DEBIT PURCHASE Spotify USA     877-[ANONYMIZED] NY,Download from usbank.com.3650,-15.99
2023-05-18,DEBIT,DEBIT PURCHASE -VISA AMZN Mktp US*P87Amzn.com/bilWA,Download from usbank.com.3650,-5.98
2023-05-18,DEBIT,DEBIT PURCHASE -VISA TAQUERIA MARCOS SALEM       OR,Download from usbank.com.3650,-10.32
2023-05-18,DEBIT,WEB AUTHORIZED PMT CITI CARD ONLINE,Download from usbank.com.,-63.65
2023-05-19,DEBIT,DEBIT PURCHASE -VISA MARKET@WORK 2067RENTON      WA,Download from usbank.com.3650,-5.18
2023-05-19,DEBIT,DEBIT PURCHASE -VISA SQ *BARBERSHOP  BEAVERTON   OR,Download from usbank.com.3650,-45.0
2023-05-19,DEBIT,RECURRING DEBIT PURCHASE Amazon Prime*E49Amzn.com/bilWA,Download from usbank.com.3650,-14.99
2023-05-19,DEBIT,DEBIT PURCHASE -VISA TST* Ram - SalemSalem       OR,Download from usbank.com.3650,-44.82
2023-05-19,DEBIT,DEBIT PURCHASE -VISA CHEVRON [ANONYMIZED] SALEM       OR,Download from usbank.com.3650,-43.66
2023-05-22,CREDIT,ELECTRONIC DEPOSIT PREMERE REHAB LL,Download from usbank.com.,1401.81
2023-05-22,DEBIT,DEBIT PURCHASE -VISA AMZN Mktp US*UX4Amzn.com/bilWA,Download from usbank.com.3650,-20.96
2023-05-22,DEBIT,DEBIT PURCHASE -VISA APPLE CASH      1INFINITELOOCA,Download from usbank.com.3650,-50.0
2023-05-22,DEBIT,DEBIT PURCHASE -VISA LAUREL PARC AL APORTLAND    OR,Download from usbank.com.0857,-6.0
2023-05-22,DEBIT,DEBIT PURCHASE -VISA DRI*ID.MYCOMMERCmyord.com   MN,Download from usbank.com.3650,-49.99
2023-05-22,DEBIT,DEBIT PURCHASE -VISA Columbia 425    Portland    OR,Download from usbank.com.3650,-169.52
2023-05-23,DEBIT,MOBILE BANKING TRANSFER WITHDRAWAL [ANONYMIZED],Download from usbank.com.,-4285.0
2023-05-23,DEBIT,DEBIT PURCHASE -VISA CTY CTR PARKNG 0PORTLAND    OR,Download from usbank.com.3650,-8.0
2023-05-23,DEBIT,RECURRING DEBIT PURCHASE Disney Plus     888-[ANONYMIZED] CA,Download from usbank.com.3650,-12.99
2023-05-23,DEBIT,DEBIT PURCHASE -VISA EPG*GRAD IMAGES 800-261-2576IA,Download from usbank.com.3650,-99.95
2023-05-24,CREDIT,ATM DEPOSIT US BANK LADD & BSALEM       ORUS1,Download from usbank.com.3650,355.0
2023-05-24,DEBIT,DEBIT PURCHASE -VISA APPLE.COM/BILL  800-275-2273CA,Download from usbank.com.3650,-15.99
2023-05-24,DEBIT,WEB AUTHORIZED PMT CITI CARD ONLINE,Download from usbank.com.,-426.71
2023-05-25,DEBIT,DEBIT PURCHASE -VISA WILLAMETTE VALLE971-[ANONYMIZED] OR,Download from usbank.com.3650,-100.0
2023-05-25,DEBIT,DEBIT PURCHASE -VISA BEST BUY      00SALEM       OR,Download from usbank.com.3650,-279.99
2023-05-25,DEBIT,WEB AUTHORIZED PMT USCIS FILING FEE,Download from usbank.com.,-495.0
2023-05-26,DEBIT,MOBILE BANKING TRANSFER WITHDRAWAL [ANONYMIZED],Download from usbank.com.,-43.55
2023-05-26,DEBIT,DEBIT PURCHASE -VISA RAMEN RYOMA BEAVBEAVERTON   OR,Download from usbank.com.3650,-68.28
2023-05-26,DEBIT,DEBIT PURCHASE -VISA KRISPY KREME #11BEAVERTON   OR,Download from usbank.com.3650,-8.5
2023-05-26,DEBIT,DEBIT PURCHASE -VISA KRISPY KREME #11BEAVERTON   OR,Download from usbank.com.3650,-2.95
2023-05-26,DEBIT,DEBIT PURCHASE -VISA MARKET@WORK 2067RENTON      WA,Download from usbank.com.3650,-7.18
2023-05-26,DEBIT,DEBIT PURCHASE -VISA MARKET@WORK 2067RENTON      WA,Download from usbank.com.3650,-3.09
2023-05-26,DEBIT,DEBIT PURCHASE -VISA JERSEY MIKES 320SALEM       OR,Download from usbank.com.3650,-9.89
2023-05-26,DEBIT,DEBIT PURCHASE -VISA PAPA MURPHY'S ORolo.com     OR,Download from usbank.com.0857,-20.5
2023-05-30,CREDIT,MOBILE BANKING TRANSFER DEPOSIT [ANONYMIZED],Download from usbank.com.,1200.0
2023-05-30,DEBIT,RECURRING DEBIT PURCHASE GOOGLE *Google S855-836-3987CA,Download from usbank.com.3650,-1.99
2023-05-30,DEBIT,DEBIT PURCHASE -VISA AMZN Mktp US*7N9Amzn.com/bilWA,Download from usbank.com.3650,-71.47
2023-05-30,DEBIT,DEBIT PURCHASE -VISA MARKET@WORK 2067RENTON      WA,Download from usbank.com.3650,-3.99
2023-05-30,DEBIT,DEBIT PURCHASE -VISA LAUREL PARC AL APORTLAND    OR,Download from usbank.com.0857,-6.0
2023-05-30,DEBIT,DEBIT PURCHASE -VISA BOONS TREASURY  SALEM       OR,Download from usbank.com.3650,-24.5
2023-05-30,DEBIT,DEBIT PURCHASE -VISA THE DOUGH HOOK  SALEM       OR,Download from usbank.com.3650,-11.25
2023-05-30,DEBIT,DEBIT PURCHASE -VISA CITY OF PORT SERPORTLAND    OR,Download from usbank.com.3650,-6.0
2023-05-30,DEBIT,DEBIT PURCHASE -VISA CITY OF PORT SERPORTLAND    OR,Download from usbank.com.3650,-1.0
2023-05-30,DEBIT,DEBIT PURCHASE -VISA SESAME DONUTS   PORTLAND    OR,Download from usbank.com.3650,-10.24
2023-05-30,DEBIT,DEBIT PURCHASE -VISA APPLE CASH      1INFINITELOOCA,Download from usbank.com.3650,-55.0
2023-05-30,DEBIT,DEBIT PURCHASE -VISA BJ'S RESTAURANTSHILLSBORO   OR,Download from usbank.com.3650,-83.75
2023-05-30,DEBIT,DEBIT PURCHASE -VISA SQ *JENSENCO LLCAloha       OR,Download from usbank.com.3650,-43.96
2023-05-30,DEBIT,DEBIT PURCHASE -VISA 24 Hour Fitness 800-[ANONYMIZED] CA,Download from usbank.com.0857,-1.0
2023-05-30,DEBIT,WEB AUTHORIZED PMT CITI CARD ONLINE,Download from usbank.com.,-130.85
2023-05-30,DEBIT,WEB AUTHORIZED PMT DISCOVER,Download from usbank.com.,-106.0
2023-05-31,CREDIT,ELECTRONIC DEPOSIT N7090 MARION & P,Download from usbank.com.,1976.61
2023-05-31,DEBIT,DEBIT PURCHASE -VISA UBER   EATS     HELP.UBER.COCA,Download from usbank.com.3650,-24.83
2023-05-31,DEBIT,DEBIT PURCHASE -VISA TAQUERIA VILLANUPORTLAND    OR,Download from usbank.com.3650,-11.4
2023-06-01,DEBIT,DEBIT PURCHASE -VISA ARCO#06501AKEM PBEAVERTON   OR,Download from usbank.com.3650,-43.38
2023-06-01,DEBIT,DEBIT PURCHASE -VISA SQ *THE DOT     Salem       OR,Download from usbank.com.3650,-4.25
2023-06-01,DEBIT,ELECTRONIC WITHDRAWAL TRAVELERS,Download from usbank.com.,-28.5
2023-06-02,DEBIT,DEBIT PURCHASE -VISA ETS ERG         https://www.NJ,Download from usbank.com.0857,-110.0
2023-06-02,DEBIT,DEBIT PURCHASE -VISA TST* JAMBA JUICEBEAVERTON   OR,Download from usbank.com.3650,-12.4
2023-06-02,DEBIT,DEBIT PURCHASE -VISA JTS BBQ INC.   TIGARD      OR,Download from usbank.com.3650,-26.24
2023-06-02,DEBIT,DEBIT PURCHASE -VISA CANYON MEDICAL CPORTLAND    OR,Download from usbank.com.0857,-20.0
2023-06-02,DEBIT,ELECTRONIC WITHDRAWAL YARDI SERVICECHG,Download from usbank.com.,-0.95
2023-06-02,DEBIT,ELECTRONIC WITHDRAWAL PORTLAND GENERAL,Download from usbank.com.,-95.1
2023-06-02,DEBIT,ELECTRONIC WITHDRAWAL Randall Realty C,Download from usbank.com.,-95.46
2023-06-05,CREDIT,MOBILE BANKING TRANSFER DEPOSIT [ANONYMIZED],Download from usbank.com.,300.0
2023-06-05,CREDIT,MOBILE BANKING TRANSFER DEPOSIT [ANONYMIZED],Download from usbank.com.,10.0
2023-06-05,DEBIT,DEBIT PURCHASE -VISA AAA OR/ID MBR DU503-222-6747OR,Download from usbank.com.3650,-6.5
2023-06-05,DEBIT,DEBIT PURCHASE -VISA IN N OUT BURGER KEIZER      OR,Download from usbank.com.3650,-15.75
2023-06-05,DEBIT,DEBIT PURCHASE -VISA TAUERIA LOS PANDSALEM       OR,Download from usbank.com.0857,-21.0
2023-06-05,DEBIT,DEBIT PURCHASE -VISA TENANTSCRN PSI  PACIFICSCREEOR,Download from usbank.com.3650,-49.95
2023-06-05,DEBIT,DEBIT PURCHASE -VISA TENANTSCRN PSI  PACIFICSCREEOR,Download from usbank.com.0857,-49.95
2023-06-05,DEBIT,DEBIT PURCHASE -VISA 24 HOUR FITNESS BEAVERTON   OR,Download from usbank.com.3650,-3.29
2023-06-05,DEBIT,DEBIT PURCHASE -VISA UBER   EATS     HELP.UBER.COCA,Download from usbank.com.3650,-26.41
2023-06-05,DEBIT,DEBIT PURCHASE -VISA HELIUM COMEDY CLPORTLAND    OR,Download from usbank.com.3650,-37.98
2023-06-05,DEBIT,DEBIT PURCHASE -VISA HELIUM COMEDY CLPORTLAND    OR,Download from usbank.com.3650,-49.2
2023-06-05,DEBIT,DEBIT PURCHASE -VISA TST* Revolution Portland    OR,Download from usbank.com.0857,-36.6
2023-06-05,DEBIT,DEBIT PURCHASE -VISA TST* VICTORICO MHILLSBORO   OR,Download from usbank.com.3650,-41.98
2023-06-05,DEBIT,DEBIT PURCHASE -VISA AMAZON.COM*Z04NOAMZN.COM/BILWA,Download from usbank.com.3650,-43.49
2023-06-05,DEBIT,DEBIT PURCHASE -VISA SQ *CC TRAINING gosq.com    TX,Download from usbank.com.3650,-337.0
2023-06-05,DEBIT,DEBIT PURCHASE -VISA FRED-MEYER #0482BEAVERTON   OR,Download from usbank.com.3650,-88.95
2023-06-05,DEBIT,WEB AUTHORIZED PMT CITI CARD ONLINE,Download from usbank.com.,-54.91
2023-06-05,DEBIT,WEB AUTHORIZED PMT CITI CARD ONLINE,Download from usbank.com.,-75.58
2023-06-05,DEBIT,WEB AUTHORIZED PMT CITI CARD ONLINE,Download from usbank.com.,-1122.6
2023-06-06,DEBIT,DEBIT PURCHASE -VISA UBER   EATS     HELP.UBER.COCA,Download from usbank.com.3650,-25.72
2023-06-06,DEBIT,RECURRING DEBIT PURCHASE APPLE.COM/BILL  866-712-7753CA,Download from usbank.com.3650,-0.99
2023-06-07,CREDIT,ELECTRONIC DEPOSIT PREMERE REHAB LL,Download from usbank.com.,1591.9
2023-06-07,DEBIT,DEBIT PURCHASE -VISA Amazon Prime*YB2Amzn.com/bilWA,Download from usbank.com.3650,-14.99
2023-06-07,DEBIT,RECURRING DEBIT PURCHASE SPLICE.COM      SPLICE.COM  NY,Download from usbank.com.3650,-9.99
2023-06-08,DEBIT,DEBIT PURCHASE -VISA KRISPY KREME #11BEAVERTON   OR,Download from usbank.com.3650,-4.25
2023-06-08,DEBIT,DEBIT PURCHASE -VISA LAUREL PARC AL APORTLAND    OR,Download from usbank.com.0857,-6.0
2023-06-09,DEBIT,DEBIT PURCHASE -VISA MARKET@WORK 2067RENTON      WA,Download from usbank.com.3650,-10.28
2023-06-09,DEBIT,DEBIT PURCHASE -VISA MARKET@WORK 2067RENTON      WA,Download from usbank.com.3650,-4.59
2023-06-09,DEBIT,DEBIT PURCHASE -VISA PP*DUTCH BROS 09SALEM       OR,Download from usbank.com.3650,-3.95
2023-06-09,DEBIT,DEBIT PURCHASE -VISA PP*DUTCH BROS 11SALEM       OR,Download from usbank.com.3650,-7.5
